epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.903,0,178.386,0,0,0,0,0,0,156.75,0,0.0982,0.0002,0.0002
2,16.1688,0,178.422,0,0,0,0,0,0,156.75,0,0.095495,0.00049505,0.00049505
